,youtube_id,comment,like_num,comment_date
0,userye1od7ur2z,이번 브이로그 넘 좋아요 자연스럽고 편안해 보여요,1.0,1개월 전
1,userbw5xf8pi1o,언니 친구랑 웃고 그런 모습 너무 보기 좋네요 ㅋㅋㅋㅋㅋㅋㅋ저렇게 웃으시는 거 처음 보는 거 같아요 ㅎㅎ 같이 웃으면서 우울한 거 싹 사라졌어용 🩷 앗 그리고 혹시 실례가 안 된다면 입고 계신 회색후드집업이랑 검정 나시 정보 알 수 있을까용 ,17.0,2개월 전(수정됨)
2,thevolunteerz,언니 친구랑 편한 모습 너무 보기 좋아요 •• 여행 브이로그 존잼 🩷🩷,4.0,2개월 전
3,Comonbabe,언닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오픈카 타는데 하루 10만원 쓰고 뿌듯한거 너무 귀여운거 아니에욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으아아 이 언니 겉으로는 엄청 핫해보이고 힙한데 느무느무 귀여우신단 말이지..><,11.0,2개월 전
4,useruv1ip2hb1n,"MBTI n 이라서 언니 운전할때 선글라스 날라가는거 상상함…ㅋㅋㅋㅋㅋㅋ 언니 폼 완전 하이틴 여주️ 제주도 딱 새우는 싱싱해서 그런거 엄청 달더라구요 ㅠㅠ 이ㅜ딱새우 땡긴다!!! 캐리어도 딱 언니
스탈이래 퀸~~~~카",1.0,2개월 전
5,userur5ht5gl2q,"제주도가고싶어지는 영상... 가성비 위주로 찍어주셔서 감사합니당 !!🫶 
항상 이쁘신 새은온니는 사랑♡♡",2.0,2개월 전
6,taeritelggu,"와 새은님이 뭘 좀 아시네요!
시골길 제주 낙지볶음 찐맛집이거든요 다들 꼭 드셔보셔요 ",2.0,2개월 전
7,fruitchew,love your vlogs so much!!! <3,0.0,2개월 전
8,milliondollarbaby,아 새은히메 찐친 폼 미쳤다 너무 웃기넼ㅋㅋㅋㅋ시바양말️ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5.0,2개월 전
9,nayeonjessicakang695,너무재밌어요 이런 편하고 웃긴 모습 자주 올려주세욬ㅋㅋㅋ,0.0,2개월 전
10,hhvs4fq,10년지기 케미 폼 미쳤다 ,4.0,2개월 전
11,userfl2mi2oz3d,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ친구분 미쳤네요 넘 웃겨요….. ㅋㅋㅋㅋㅋㅋㅋㅋ,4.0,2개월 전
12,itsumin9502,"일본어 자막 달아줬으면 좋겠어!
セウンちゃん大好き！️",1.0,2개월 전(수정됨)
13,usercy8cr5mw3s,"와 신선하다,, 너무 재밌게 봤아요 ",1.0,2개월 전
14,lj2132,바지로 웃는 부분에서 같이 빵 터졌어요 ㅋㅋㅋㅋㅋ,3.0,2개월 전
15,useril7ym4qw9b,친구 개웃김 ㅜㅜㅜㅜ,1.0,2개월 전
16,MichelleTV2023,제주는 언제가도 좋죠오ㅎㅎ,0.0,2개월 전
17,oliwiiaaa,hiiiiii can you put the subtitles please ,0.0,2개월 전
18,leeves9637,언니 캐리어 완져니 내 스타일 훔쳐가고 파>_<,0.0,2개월 전
19,useryf2zi1vu4b,멋있어요,0.0,2개월 전
20,userzy6kd2hj9q,새은님 제주 브이로그를 잘 볼게요,0.0,2개월 전
21,giggle0825,여행븨로그 너무 재밌게보고있어욥 ㅎ0ㅎ ㅋㅋㅋㅋ 아이템보는재미도쏠쏠.. 제주갈때 참고할게영 **첫날이랑 계속입으신 파란체크팬츠 + 회색후디 어디껀가용 <333,0.0,1개월 전
22,JiChoenn3fm,"새은이 친구땜에 미쿡엄마까지 '폭소 전염""됐잖아~",0.0,2개월 전
23,TVrp4ft,캐리어정보좀주세용,0.0,1개월 전
24,nanichoofficial,ㅋㅋㅋㅋㅋㅋㅋ너무웃기넼ㅋㅋㅋㅋ,0.0,2개월 전
25,useres8ds7de4z,카키색 버킷햇 정보줌 주시와용 넘 잘어울리셔서 사고싶으네용 저두,0.0,2개월 전
26,usersf3yj8bd5r,웅니 의상정보들 plz ㅠㅠㅠㅠ,14.0,2개월 전
27,usernj1og1oq4z,새은님 제주도 뒤집어 놓으셨다 케리어 정보좀 주실수있으실까요~?,0.0,2개월 전
28,userxu4gi5bw4y,카페에서 찍은 옷중에 카키색 거킷모자 정보좀요~~,0.0,2개월 전
29,tramyfischer2741,I Love you Du bist so süß ,0.0,2개월 전
30,ivanprobniprofil5217,Prelepo ..,0.0,2개월 전
31,minoc9ld,후드집업 정보 궁금햐용,2.0,2개월 전
32,userxp1qk8ti7m,済州島行きたいです！おすすめのご飯屋さんとかありますか？？韓国人の方教えてください️,0.0,2개월 전
33,usersn7ng1xp4k,언니......11분쯤에 귀여운 폰 케이스......머예요....?ㅜㅜㅜ 넘나 궁금쓰 ㅜ,1.0,2개월 전
34,usergm9iz9vy7i,처음 후두집업 ( 회색 ..?) 정보 귱금해용,3.0,2개월 전
35,SONto4ip,안녕하새은 Saeeun님 제주도여행 재밌있었나요.,1.0,2개월 전
36,hayatblok2625,Arabic translation please,0.0,2개월 전
37,Comonbabe,언니는 어쩜 내 잠옷같은 차림으로 다녀도 왤캐 힙한거에요…?? 얼굴로 무마시키는거 유죄…외모 장난 없어..유죄야 암튼,5.0,2개월 전
38,userse2sh4wd7s,언니 파란체크바지 정보 플리즈🥹,1.0,2개월 전
39,qwertyui5124,웅니  10:23 상의랑 치마 정보 플리즈 ㅠㅠ 주세욥,1.0,1개월 전
40,ball9carrot933,MBTIは2回目変わるんだね,0.0,2개월 전
