,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
3,체리즙 터져버리는◞♡울먹 체리 메이크업 겨쿨이 환장하는 색조 싹- 겨쿨 틴트 추천•탱글 체리립 만드는 꿀팁! 아름하다,https://www.youtube.com/watch?v=hCY47fJLbCg,4248,2023-08-31,0:13:30,
4,얼굴에 이것저것 해 본 자의.. ( •︠ˍ•︡  ) 후회하는 시술&성형! 지속력 쩌는 쿨톤 메이크업•내돈내산힌스쿠션•쿨톤필수파우더🫰🏻아름하다,https://www.youtube.com/watch?v=KmMdvKQ_Sqg,7898,2023-08-23,0:19:10,
5,이제 몸무게와는 상관없는 내 얼굴형❤️‍🔥 괄사 처돌이가 선택한 괄사 최저가 마켓 오픈합니다✦‿✦입체적인 얼굴형&승마살 조지는 꿀tip! 아름하다,https://www.youtube.com/watch?v=wE1aOtT4Dqc,9271,2023-08-20,0:17:40,
6,"여쿨도 심장 떨린,,데이지크new신상◞♡으로 봄웜 메이크업 하기❌광고❌코 재수술?•연애에 대한 생각•말많음 주의❗️아름하다",https://www.youtube.com/watch?v=SqZhcUyehEs,7573,2023-08-13,0:20:10,
7,여름이라 모공 난리나신 분들 클릭하세요📢모공 청소는 이제 시간 문제! 무료로 피부 진단 받고 피부 좋아진 방법 알려드립니다🔥모공 클렌저&마스크 추천! 아름하다,https://www.youtube.com/watch?v=3Ykuhaz8FMg,4165,2023-08-09,0:11:00,
8,여쿨도 기절해 버리는(º﹃º )봄웜의 파우치 털기!👛극민감성 피부가 진정시키는 꿀팁•메이크업 아티스트도 전부 다 사간 꿀템•봄웜 존예 색조까g 아름하다,https://www.youtube.com/watch?v=-Yb1jktDQPE,8764,2023-08-07,0:13:10,
9,드디어 몸무게 앞자리 4!! ( ´͈ ᵕ `͈ )◞♡ 틀에서 벗어나 재밌게 다이어트하는 브이로그•운동도전•다이어트대체식단🔥아름하다,https://www.youtube.com/watch?v=I95Ai_H8pRE,10073,2023-07-30,0:12:20,
10,쿨친자의 최애 하이라이터 8가지 추천✦‿✦ 부위별 사용하는 하이라이터•미지근톤 하이라이터•사이버틱 하이라이터까g 아름하다,https://www.youtube.com/watch?v=Igwg15CWj3g,46216,2023-07-30,0:13:00,
11,광고❌얼굴만 발랐더니 얼굴만 하얀 사람의 미백루틴! 먹는 것부터 바르고 하는 것까지💡글루타치온•피에스트로•스킨케어•꿀팁✨아름하다,https://www.youtube.com/watch?v=YrbDC6MelNc,29894,2023-07-27,0:14:30,
12,올해 여름 역대급 날씨🥵이거 안 쓰면 못 참쥐..ᕕ(ꐦ°᷄д°᷅)ᕗ몸매 관리•쿨링 제품•컬러 파우더?•선케어까g 아름하다,https://www.youtube.com/watch?v=2ZfWcdc9YjA,21459,2023-07-23,0:14:30,
13,아직도 화 안 풀렸어..? (⑉･̆⌓･̆⑉) 남자친구 화까지 풀리는 데이트 메이크업•반말모드•쿨톤 색조 존좋템•립 꿀조합까g 아름하다,https://www.youtube.com/watch?v=-YikSV0WKLY,14968,2023-07-18,0:15:30,
14,파데프리계의 최강자가 나타났다ᕕ(ꐦ°᷄д°᷅)ᕗ커버보다 투명함이 더 잘 어울리는 사람은 주목✨파데프리쿠션•톤업쿠션•얇은베이스템! 아름하다,https://www.youtube.com/watch?v=uom-MXeiAB8,184950,2023-07-16,0:09:50,
15,"요즘 다이어트 쉐이크다 유행이라며?(º﹃º )3일만에 운동없이❌ 1.5kg 감량 말라 인간에서 개말라 인간으로 가는 여정,, 다이어트 브이로그 쉐이크 리뷰! 아름하다",https://www.youtube.com/watch?v=XxMssCLItq0,30534,2023-07-15,0:10:20,
16,올해 역대급 폭염&폭우..(·•᷄‎ࡇ•᷅ )가만히 있을 순 없다! 여름필수 관리법 공개🔥 안 보이는 속잡티부터 까매진 꿈치들•다이어트 포기하지 않는 법 등 아름하다,https://www.youtube.com/watch?v=qq4Y-bA933Y,121963,2023-07-12,0:11:10,
17,"물광•꿀광에 도른쟈( ´͈ ᵕ `͈ )◞♡쿨톤이 추천하는 요즘광 틴트 싸-악 모아봤다,, 틴트타입 컬러&제형 비교! 아름하다",https://www.youtube.com/watch?v=HtN8itUk_6k,25276,2023-07-10,0:20:10,
18,"인간여쿨이 하는 포도 🍇즙 메이크업٩(｡•ㅅ•｡)올영 존좋템으로만 모시겠습니다🫡 여름 화잘먹템 추천 여쿨 색조 제주도에서 있었던 tmi까쥐,,🏝️아름하다",https://www.youtube.com/watch?v=CGdW2HftP3A,8181,2023-07-02,0:19:20,
19,"찐여름뮤트(*~▽~)파우치를 털어보았습니다,,색조 맛집 브랜드 직원은 어떤 걸 쓸까?👛홍조 잠재우는 직빵템•메이크업샵 추천템•진정한 여름뮤트 코덕템까g 아름하다",https://www.youtube.com/watch?v=t8-3SKasBQ4,13511,2023-06-27,0:15:00,
